Date,p_type,value
2013-5,Poverty 10-15%,0.1893376184
2013-6,Poverty 10-15%,0.221969074
2013-07,Poverty 10-15%,0.2870891606
2013-08,Poverty 10-15%,0.2916678075
2013-09,Poverty 10-15%,0.1938660437
2013-10,Poverty 10-15%,0.1201171791
2013-11,Poverty 10-15%,0.116644205
2013-12,Poverty 10-15%,0.07733191192
2014-01,Poverty 10-15%,0.05757097719
2014-02,Poverty 10-15%,0.1399225429
2014-03,Poverty 10-15%,0.1740779275
2014-4,Poverty 10-15%,0.1492665739
2014-5,Poverty 10-15%,0.1536336042
2014-6,Poverty 10-15%,0.235374321
2014-07,Poverty 10-15%,0.3574183983
2014-08,Poverty 10-15%,0.3063273959
2014-09,Poverty 10-15%,0.278529655
2014-10,Poverty 10-15%,0.1308649674
2014-11,Poverty 10-15%,0.0779703465
2014-12,Poverty 10-15%,0.11402058
2015-01,Poverty 10-15%,0.07811440376
2015-02,Poverty 10-15%,0.1456454264
2015-03,Poverty 10-15%,0.1419205476
2015-04,Poverty 10-15%,0.1772593699
2015-5,Poverty 10-15%,0.2418551457
2015-6,Poverty 10-15%,0.3023276882
2015-7,Poverty 10-15%,0.2654633078
2015-08,Poverty 10-15%,0.2415313748
2015-09,Poverty 10-15%,0.2149417971
2015-10,Poverty 10-15%,0.1185543306
2015-11,Poverty 10-15%,0.09328554408
2015-12,Poverty 10-15%,0.09525078415
2016-01,Poverty 10-15%,0.07545398702
2016-02,Poverty 10-15%,0.08844326093
2016-03,Poverty 10-15%,0.1406871709
2016-04,Poverty 10-15%,0.1693281306
2016-5,Poverty 10-15%,0.1809412289
2016-6,Poverty 10-15%,0.2893069764
2016-7,Poverty 10-15%,0.3300936402
2016-08,Poverty 10-15%,0.2587660971
2016-09,Poverty 10-15%,0.2177036153
2016-10,Poverty 10-15%,0.1249672349
2016-11,Poverty 10-15%,0.1028356578
2016-12,Poverty 10-15%,0.1383972654
2017-01,Poverty 10-15%,0.06361938759
2017-02,Poverty 10-15%,0.1290345916
2017-03,Poverty 10-15%,0.1626267431
2017-04,Poverty 10-15%,0.135006355
2017-05,Poverty 10-15%,0.1227315398
2017-6,Poverty 10-15%,0.3185860616
2017-7,Poverty 10-15%,0.3111045651
2017-8,Poverty 10-15%,0.3012838323
2017-09,Poverty 10-15%,0.2794454809
2017-10,Poverty 10-15%,0.1345780375
2017-11,Poverty 10-15%,0.1292823916
2017-12,Poverty 10-15%,0.07433470773
2018-01,Poverty 10-15%,0.09062592928
2018-02,Poverty 10-15%,0.3317244006
2018-03,Poverty 10-15%,0.1391878211
2018-04,Poverty 10-15%,0.1652330918
2018-05,Poverty 10-15%,0.210978515
2018-6,Poverty 10-15%,0.3088556953
2018-7,Poverty 10-15%,0.3063808567
2018-8,Poverty 10-15%,0.2776515784
2018-09,Poverty 10-15%,0.2168306404
2018-10,Poverty 10-15%,0.1179435156
2018-11,Poverty 10-15%,0.09353484811
2018-12,Poverty 10-15%,0.07032939283
2019-01,Poverty 10-15%,0.107314176
2019-02,Poverty 10-15%,0.1144165203
2019-03,Poverty 10-15%,0.1109837769
2019-04,Poverty 10-15%,0.1066600413
2019-05,Poverty 10-15%,0.2534364214
2019-06,Poverty 10-15%,0.2246246277
2019-7,Poverty 10-15%,0.2403127422
2019-8,Poverty 10-15%,0.3489375446
2019-9,Poverty 10-15%,0.2308583338
2019-10,Poverty 10-15%,0.1656262552
2019-11,Poverty 10-15%,0.1010475326
2019-12,Poverty 10-15%,0.06670694669
2000-02,Poverty 15-20%,0.06098785425
2000-03,Poverty 15-20%,0.126250012
2000-04,Poverty 15-20%,0.1355686082
2000-05,Poverty 15-20%,0.231574834
2000-06,Poverty 15-20%,0.2587435764
2000-07,Poverty 15-20%,0.1678428677
2000-08,Poverty 15-20%,0.2915191388
2000-09,Poverty 15-20%,0.2043473618
2000-10,Poverty 15-20%,0.2130097672
2000-11,Poverty 15-20%,0.1073616987
2000-12,Poverty 15-20%,0.07431455917
2001-01,Poverty 15-20%,0.1048047103
2001-02,Poverty 15-20%,0.1149520159
2001-03,Poverty 15-20%,0.1360479233
2001-04,Poverty 15-20%,0.2020962123
2001-05,Poverty 15-20%,0.2306649952
2001-06,Poverty 15-20%,0.3795947368
2001-07,Poverty 15-20%,0.2708155516
2001-08,Poverty 15-20%,0.3184034586
2001-09,Poverty 15-20%,0.1407430355
2001-10,Poverty 15-20%,0.09967744497
2001-11,Poverty 15-20%,0.1794229243
2001-12,Poverty 15-20%,0.06656833103
2002-01,Poverty 15-20%,0.0772988226
2002-02,Poverty 15-20%,0.08927863807
2002-03,Poverty 15-20%,0.1168809733
2002-04,Poverty 15-20%,0.2641169328
2002-05,Poverty 15-20%,0.2179825607
2002-06,Poverty 15-20%,0.4197101334
2002-07,Poverty 15-20%,0.3402117773
2002-08,Poverty 15-20%,0.3773694388
2002-09,Poverty 15-20%,0.3097815301
2002-10,Poverty 15-20%,0.1465842345
2002-11,Poverty 15-20%,0.08026972944
2002-12,Poverty 15-20%,0.09173093912
2003-1,Poverty 15-20%,0.09186771991
2003-02,Poverty 15-20%,0.10210546
2003-03,Poverty 15-20%,0.1450413605
2003-04,Poverty 15-20%,0.1736855751
2003-05,Poverty 15-20%,0.2751778023
2003-06,Poverty 15-20%,0.2892767371
2003-07,Poverty 15-20%,0.335049307
2003-08,Poverty 15-20%,0.3968582823
2003-09,Poverty 15-20%,0.2063884057
2003-10,Poverty 15-20%,0.1114315707
2003-11,Poverty 15-20%,0.1174636062
2003-12,Poverty 15-20%,0.079702553
2004-1,Poverty 15-20%,0.0888510565
2004-02,Poverty 15-20%,0.153240497
2004-03,Poverty 15-20%,0.1256875489
2004-04,Poverty 15-20%,0.1932662485
2004-05,Poverty 15-20%,0.2095132974
2004-06,Poverty 15-20%,0.3532066131
2004-07,Poverty 15-20%,0.309795914
2004-08,Poverty 15-20%,0.2702148674
2004-09,Poverty 15-20%,0.2369252467
2004-10,Poverty 15-20%,0.1691692116
2004-11,Poverty 15-20%,0.07726005234
2004-12,Poverty 15-20%,0.06835020341
2005-1,Poverty 15-20%,0.09250993963
2005-2,Poverty 15-20%,0.1678505382
2005-03,Poverty 15-20%,0.1258768158
2005-04,Poverty 15-20%,0.1486184818
2005-05,Poverty 15-20%,0.2586093971
2005-06,Poverty 15-20%,0.2993526515
2005-07,Poverty 15-20%,0.3038276903
2005-08,Poverty 15-20%,0.3188960654
2005-09,Poverty 15-20%,0.2852858258
2005-10,Poverty 15-20%,0.1430796442
2005-11,Poverty 15-20%,0.08612129851
2005-12,Poverty 15-20%,0.08706358306
2006-1,Poverty 15-20%,0.07891076503
2006-2,Poverty 15-20%,0.1100878571
2006-03,Poverty 15-20%,0.1855810457
2006-04,Poverty 15-20%,0.2308397196
2006-05,Poverty 15-20%,0.183890889
2006-06,Poverty 15-20%,0.2903253635
2006-07,Poverty 15-20%,0.3559401597
2006-08,Poverty 15-20%,0.2854375468
2006-09,Poverty 15-20%,0.2062397004
2006-10,Poverty 15-20%,0.1795761688
2006-11,Poverty 15-20%,0.09114731009
2006-12,Poverty 15-20%,0.07586856067
2007-1,Poverty 15-20%,0.09539690332
2007-2,Poverty 15-20%,0.09980020241
2007-3,Poverty 15-20%,0.1571788803
2007-04,Poverty 15-20%,0.1828709136
2007-05,Poverty 15-20%,0.3140639381
2007-06,Poverty 15-20%,0.3803042623
2007-07,Poverty 15-20%,0.3841562802
2007-08,Poverty 15-20%,0.3749474708
2007-09,Poverty 15-20%,0.2486580573
2007-10,Poverty 15-20%,0.1108132875
2007-11,Poverty 15-20%,0.2129515903
2007-12,Poverty 15-20%,0.08887720967
2008-1,Poverty 15-20%,0.08833359233
2008-2,Poverty 15-20%,0.1130602851
2008-3,Poverty 15-20%,0.1555711192
2008-04,Poverty 15-20%,0.1563673791
2008-05,Poverty 15-20%,0.2112345604
2008-06,Poverty 15-20%,0.3344980158
2008-07,Poverty 15-20%,0.2336286269
2008-08,Poverty 15-20%,0.3225480743
2008-09,Poverty 15-20%,0.1964241413
2008-10,Poverty 15-20%,0.1204647002
2008-11,Poverty 15-20%,0.1149960368
2008-12,Poverty 15-20%,0.05356262336
2009-01,Poverty 15-20%,0.07874246712
2009-2,Poverty 15-20%,0.08768280436
2009-3,Poverty 15-20%,0.1648446053
2009-4,Poverty 15-20%,0.1300432252
2009-05,Poverty 15-20%,0.1951604023
2009-06,Poverty 15-20%,0.2351578461
2009-07,Poverty 15-20%,0.2910742312
2009-08,Poverty 15-20%,0.2906918343
2009-09,Poverty 15-20%,0.4620278225
2009-10,Poverty 15-20%,0.1223189174
2009-11,Poverty 15-20%,0.1057974516
2009-12,Poverty 15-20%,0.0711001523
2010-01,Poverty 15-20%,0.06135154075
2010-2,Poverty 15-20%,0.1157583433
2010-3,Poverty 15-20%,0.1534000728
2010-4,Poverty 15-20%,0.1511833521
2010-05,Poverty 15-20%,0.233856081
2010-06,Poverty 15-20%,0.3252219311
2010-07,Poverty 15-20%,0.3650967229
2010-08,Poverty 15-20%,0.2791256872
2010-09,Poverty 15-20%,0.215174674
2010-10,Poverty 15-20%,0.1306199274
2010-11,Poverty 15-20%,0.1007384972
2010-12,Poverty 15-20%,0.1120296054
2011-01,Poverty 15-20%,0.09156993006
2011-02,Poverty 15-20%,0.09182892291
2011-3,Poverty 15-20%,0.1368523839
2011-4,Poverty 15-20%,0.1786238587
2011-5,Poverty 15-20%,0.1964092363
2011-06,Poverty 15-20%,0.282418408
2011-07,Poverty 15-20%,0.3212068415
2011-08,Poverty 15-20%,0.2678176081
2011-09,Poverty 15-20%,0.2038325037
2011-10,Poverty 15-20%,0.119373225
2011-11,Poverty 15-20%,0.1023170847
2011-12,Poverty 15-20%,0.1456168993
2012-01,Poverty 15-20%,0.07705087506
2012-02,Poverty 15-20%,0.1721725895
2012-3,Poverty 15-20%,0.1042187204
2012-4,Poverty 15-20%,0.1737679859
2012-5,Poverty 15-20%,0.3071367721
2012-06,Poverty 15-20%,0.3301902848
2012-07,Poverty 15-20%,0.3083117212
2012-08,Poverty 15-20%,0.2704272224
2012-09,Poverty 15-20%,0.2062219731
2012-10,Poverty 15-20%,0.1564089385
2012-11,Poverty 15-20%,0.0947255774
2012-12,Poverty 15-20%,0.07516111829
2013-01,Poverty 15-20%,0.1058897171
2013-02,Poverty 15-20%,0.1007027796
2013-03,Poverty 15-20%,0.1405808901
2013-4,Poverty 15-20%,0.1951156102
2013-5,Poverty 15-20%,0.1904645653
2013-6,Poverty 15-20%,0.229393705
2013-07,Poverty 15-20%,0.2936270805
2013-08,Poverty 15-20%,0.3188614667
2013-09,Poverty 15-20%,0.2130452309
2013-10,Poverty 15-20%,0.1256624583
2013-11,Poverty 15-20%,0.1195064817
2013-12,Poverty 15-20%,0.07970226601
2014-01,Poverty 15-20%,0.05815293192
2014-02,Poverty 15-20%,0.1467849628
2014-03,Poverty 15-20%,0.1725474136
2014-4,Poverty 15-20%,0.1649690476
2014-5,Poverty 15-20%,0.1613768491
2014-6,Poverty 15-20%,0.2453724266
2014-07,Poverty 15-20%,0.3791659044
2014-08,Poverty 15-20%,0.3363334112
2014-09,Poverty 15-20%,0.2975903716
2014-10,Poverty 15-20%,0.1366680667
2014-11,Poverty 15-20%,0.083344235
2014-12,Poverty 15-20%,0.1088377173
2015-01,Poverty 15-20%,0.08211566102
2015-02,Poverty 15-20%,0.1473226721
2015-03,Poverty 15-20%,0.1620882911
2015-04,Poverty 15-20%,0.1886291975
2015-5,Poverty 15-20%,0.2478234387
2015-6,Poverty 15-20%,0.3008498838
2015-7,Poverty 15-20%,0.2797519191
2015-08,Poverty 15-20%,0.2549986594
2015-09,Poverty 15-20%,0.2239282514
2015-10,Poverty 15-20%,0.127757305
2015-11,Poverty 15-20%,0.09894036575
2015-12,Poverty 15-20%,0.09976655266
2016-01,Poverty 15-20%,0.0814782454
2016-02,Poverty 15-20%,0.09263520574
2016-03,Poverty 15-20%,0.1482076939
2016-04,Poverty 15-20%,0.1641734708
2016-5,Poverty 15-20%,0.1860275031
2016-6,Poverty 15-20%,0.2912877705
2016-7,Poverty 15-20%,0.3330040582
2016-08,Poverty 15-20%,0.2833797204
2016-09,Poverty 15-20%,0.2152152582
2016-10,Poverty 15-20%,0.1309568614
2016-11,Poverty 15-20%,0.09880956044
2016-12,Poverty 15-20%,0.130222127
2017-01,Poverty 15-20%,0.06965260936
2017-02,Poverty 15-20%,0.1364382046
2017-03,Poverty 15-20%,0.1662411704
2017-04,Poverty 15-20%,0.1341242448
2017-05,Poverty 15-20%,0.1350135788
2017-6,Poverty 15-20%,0.3196671636
2017-7,Poverty 15-20%,0.3319524585
2017-8,Poverty 15-20%,0.3058910879
2017-09,Poverty 15-20%,0.2799556011
2017-10,Poverty 15-20%,0.1372252526
2017-11,Poverty 15-20%,0.1345876225
2017-12,Poverty 15-20%,0.07633121581
2018-01,Poverty 15-20%,0.09199066722
2018-02,Poverty 15-20%,0.3540691057
2018-03,Poverty 15-20%,0.1455009679
2018-04,Poverty 15-20%,0.169327893
2018-05,Poverty 15-20%,0.2211473317
2018-6,Poverty 15-20%,0.3129276362
2018-7,Poverty 15-20%,0.3140743698
2018-8,Poverty 15-20%,0.3058878371
2018-09,Poverty 15-20%,0.2413806749
2018-10,Poverty 15-20%,0.1247529076
2018-11,Poverty 15-20%,0.1009578935
2018-12,Poverty 15-20%,0.07293144626
2019-01,Poverty 15-20%,0.1053550791
2019-02,Poverty 15-20%,0.1235884664
2019-03,Poverty 15-20%,0.120747523
2019-04,Poverty 15-20%,0.1114100954
2019-05,Poverty 15-20%,0.2464837332
2019-06,Poverty 15-20%,0.2309521059
2019-7,Poverty 15-20%,0.2468224291
2019-8,Poverty 15-20%,0.3730250044
2019-9,Poverty 15-20%,0.2509740475
2019-10,Poverty 15-20%,0.175737084
2019-11,Poverty 15-20%,0.1037509942
2019-12,Poverty 15-20%,0.06784707266
2000-02,Poverty 20%+,0.05835555556
2000-03,Poverty 20%+,0.1227449361
2000-04,Poverty 20%+,0.1414871335
2000-05,Poverty 20%+,0.231814164
2000-06,Poverty 20%+,0.2673898156
2000-07,Poverty 20%+,0.1772537077
2000-08,Poverty 20%+,0.2937680256
2000-09,Poverty 20%+,0.2052569116
2000-10,Poverty 20%+,0.2008271819
2000-11,Poverty 20%+,0.1007899038
2000-12,Poverty 20%+,0.07094922526
2001-01,Poverty 20%+,0.1040842193
2001-02,Poverty 20%+,0.1286510199
2001-03,Poverty 20%+,0.1326321017
2001-04,Poverty 20%+,0.2133571466
2001-05,Poverty 20%+,0.2476138006
2001-06,Poverty 20%+,0.3806832151
2001-07,Poverty 20%+,0.2707768559
2001-08,Poverty 20%+,0.2735848952
2001-09,Poverty 20%+,0.1433864072
2001-10,Poverty 20%+,0.09887915648
2001-11,Poverty 20%+,0.1763166254
2001-12,Poverty 20%+,0.0668741119
2002-01,Poverty 20%+,0.06866765062
2002-02,Poverty 20%+,0.0798235983
2002-03,Poverty 20%+,0.1136233534
2002-04,Poverty 20%+,0.2606216146
2002-05,Poverty 20%+,0.2108116452
2002-06,Poverty 20%+,0.3893872523
2002-07,Poverty 20%+,0.332292488
2002-08,Poverty 20%+,0.3666090401
2002-09,Poverty 20%+,0.3001766786
2002-10,Poverty 20%+,0.1481540519
2002-11,Poverty 20%+,0.08424311329
2002-12,Poverty 20%+,0.08791649831
2003-1,Poverty 20%+,0.08656036149
2003-02,Poverty 20%+,0.09770057791
2003-03,Poverty 20%+,0.1444015047
2003-04,Poverty 20%+,0.1640113664
2003-05,Poverty 20%+,0.2820094541
2003-06,Poverty 20%+,0.286643005
2003-07,Poverty 20%+,0.3061484504
2003-08,Poverty 20%+,0.381383985
2003-09,Poverty 20%+,0.2013368775
2003-10,Poverty 20%+,0.1126970382
2003-11,Poverty 20%+,0.1102264833
2003-12,Poverty 20%+,0.07790040982
2004-1,Poverty 20%+,0.08993958804
2004-02,Poverty 20%+,0.1467942125
2004-03,Poverty 20%+,0.1341563135
2004-04,Poverty 20%+,0.1807820459
2004-05,Poverty 20%+,0.1980923905
2004-06,Poverty 20%+,0.3520337708
2004-07,Poverty 20%+,0.2998731917
2004-08,Poverty 20%+,0.2637177259
2004-09,Poverty 20%+,0.2272629283
2004-10,Poverty 20%+,0.1623103239
2004-11,Poverty 20%+,0.07142040321
2004-12,Poverty 20%+,0.06260113966
2005-1,Poverty 20%+,0.08450055562
2005-2,Poverty 20%+,0.1526122195
2005-03,Poverty 20%+,0.1215146005
2005-04,Poverty 20%+,0.1462670002
2005-05,Poverty 20%+,0.255176134
2005-06,Poverty 20%+,0.2954599353
2005-07,Poverty 20%+,0.3030498888
2005-08,Poverty 20%+,0.2976896979
2005-09,Poverty 20%+,0.2757976153
2005-10,Poverty 20%+,0.1337531841
2005-11,Poverty 20%+,0.08342318908
2005-12,Poverty 20%+,0.08486175768
2006-1,Poverty 20%+,0.07641138437
2006-2,Poverty 20%+,0.1073506269
2006-03,Poverty 20%+,0.1672426917
2006-04,Poverty 20%+,0.2224634455
2006-05,Poverty 20%+,0.1676535293
2006-06,Poverty 20%+,0.2879248105
2006-07,Poverty 20%+,0.3554842703
2006-08,Poverty 20%+,0.275603936
2006-09,Poverty 20%+,0.2008672912
2006-10,Poverty 20%+,0.1696462166
2006-11,Poverty 20%+,0.08732145547
2006-12,Poverty 20%+,0.07043734951
2007-1,Poverty 20%+,0.09322627528
2007-2,Poverty 20%+,0.09191309659
2007-3,Poverty 20%+,0.1483047944
2007-04,Poverty 20%+,0.1675161025
2007-05,Poverty 20%+,0.3058332905
2007-06,Poverty 20%+,0.3474391062
2007-07,Poverty 20%+,0.3908466244
2007-08,Poverty 20%+,0.3684440063
2007-09,Poverty 20%+,0.238816245
2007-10,Poverty 20%+,0.1063574711
2007-11,Poverty 20%+,0.2085025822
2007-12,Poverty 20%+,0.08645785482
2008-1,Poverty 20%+,0.08188934531
2008-2,Poverty 20%+,0.1079972876
2008-3,Poverty 20%+,0.1480063102
2008-04,Poverty 20%+,0.1502794491
2008-05,Poverty 20%+,0.1907744409
2008-06,Poverty 20%+,0.322635659
2008-07,Poverty 20%+,0.2242238866
2008-08,Poverty 20%+,0.3236465313
2008-09,Poverty 20%+,0.1931890421
2008-10,Poverty 20%+,0.1170092342
2008-11,Poverty 20%+,0.1108711459
2008-12,Poverty 20%+,0.0531681952
2009-01,Poverty 20%+,0.07732269443
2009-2,Poverty 20%+,0.08824251474
2009-3,Poverty 20%+,0.1531742461
2009-4,Poverty 20%+,0.124322614
2009-05,Poverty 20%+,0.1901388538
2009-06,Poverty 20%+,0.2316140043
2009-07,Poverty 20%+,0.2812404392
2009-08,Poverty 20%+,0.2956766638
2009-09,Poverty 20%+,0.4614418292
2009-10,Poverty 20%+,0.1212029112
2009-11,Poverty 20%+,0.1012127344
2009-12,Poverty 20%+,0.07123586262
2010-01,Poverty 20%+,0.06231030407
2010-2,Poverty 20%+,0.1091864432
2010-3,Poverty 20%+,0.1503371
2010-4,Poverty 20%+,0.1355340598
2010-05,Poverty 20%+,0.2225705907
2010-06,Poverty 20%+,0.3192709612
2010-07,Poverty 20%+,0.3468311725
2010-08,Poverty 20%+,0.2753391525
2010-09,Poverty 20%+,0.2026274033
2010-10,Poverty 20%+,0.1272592352
2010-11,Poverty 20%+,0.09645547298
2010-12,Poverty 20%+,0.1096859965
2011-01,Poverty 20%+,0.08697314668
2011-02,Poverty 20%+,0.09762420017
2011-3,Poverty 20%+,0.1368562656
2011-4,Poverty 20%+,0.1822695328
2011-5,Poverty 20%+,0.1905320177
2011-06,Poverty 20%+,0.2896204262
2011-07,Poverty 20%+,0.3264119554
2011-08,Poverty 20%+,0.267558487
2011-09,Poverty 20%+,0.2119283219
2011-10,Poverty 20%+,0.1141835512
2011-11,Poverty 20%+,0.09801317483
2011-12,Poverty 20%+,0.1352812279
2012-01,Poverty 20%+,0.07632817868
2012-02,Poverty 20%+,0.1571728824
2012-3,Poverty 20%+,0.0957754377
2012-4,Poverty 20%+,0.1607741647
2012-5,Poverty 20%+,0.2933027562
2012-06,Poverty 20%+,0.3230133931
2012-07,Poverty 20%+,0.2987409831
2012-08,Poverty 20%+,0.2739806867
2012-09,Poverty 20%+,0.197784285
2012-10,Poverty 20%+,0.153482063
2012-11,Poverty 20%+,0.095510866
2012-12,Poverty 20%+,0.07507771709
2013-01,Poverty 20%+,0.1052114726
2013-02,Poverty 20%+,0.09452198709
2013-03,Poverty 20%+,0.1327788089
2013-4,Poverty 20%+,0.1786729976
2013-5,Poverty 20%+,0.1867032697
2013-6,Poverty 20%+,0.2327998561
2013-07,Poverty 20%+,0.3045384943
2013-08,Poverty 20%+,0.297572341
2013-09,Poverty 20%+,0.1977098329
2013-10,Poverty 20%+,0.1197580614
2013-11,Poverty 20%+,0.1112799262
2013-12,Poverty 20%+,0.07811639591
2014-01,Poverty 20%+,0.05719353919
2014-02,Poverty 20%+,0.1367708845
2014-03,Poverty 20%+,0.1678092935
2014-4,Poverty 20%+,0.1553846482
2014-5,Poverty 20%+,0.1586962713
2014-6,Poverty 20%+,0.22756959
2014-07,Poverty 20%+,0.3563968199
2014-08,Poverty 20%+,0.3108583451
2014-09,Poverty 20%+,0.2837321232
2014-10,Poverty 20%+,0.1300947647
2014-11,Poverty 20%+,0.07965418176
2014-12,Poverty 20%+,0.1116290342
2015-01,Poverty 20%+,0.07494473716
2015-02,Poverty 20%+,0.145326926
2015-03,Poverty 20%+,0.1469957687
2015-04,Poverty 20%+,0.1744474479
2015-5,Poverty 20%+,0.2480038372
2015-6,Poverty 20%+,0.2929298215
2015-7,Poverty 20%+,0.2645635588
2015-08,Poverty 20%+,0.2442745556
2015-09,Poverty 20%+,0.2170688579
2015-10,Poverty 20%+,0.1265727248
2015-11,Poverty 20%+,0.09490425878
2015-12,Poverty 20%+,0.096898835
2016-01,Poverty 20%+,0.07457964075
2016-02,Poverty 20%+,0.08918065851
2016-03,Poverty 20%+,0.1395300183
2016-04,Poverty 20%+,0.1530605582
2016-5,Poverty 20%+,0.1830538692
2016-6,Poverty 20%+,0.2766453275
2016-7,Poverty 20%+,0.3276712755
2016-08,Poverty 20%+,0.2580491968
2016-09,Poverty 20%+,0.2133973114
2016-10,Poverty 20%+,0.1262171578
2016-11,Poverty 20%+,0.1006922148
2016-12,Poverty 20%+,0.1268807201
2017-01,Poverty 20%+,0.06511793702
2017-02,Poverty 20%+,0.1275887972
2017-03,Poverty 20%+,0.1622874483
2017-04,Poverty 20%+,0.1340580559
2017-05,Poverty 20%+,0.1241336643
2017-6,Poverty 20%+,0.298308732
2017-7,Poverty 20%+,0.3051728566
2017-8,Poverty 20%+,0.3025768645
2017-09,Poverty 20%+,0.2895018213
2017-10,Poverty 20%+,0.1246616512
2017-11,Poverty 20%+,0.1297066685
2017-12,Poverty 20%+,0.08017741916
2018-01,Poverty 20%+,0.09135746023
2018-02,Poverty 20%+,0.2946605691
2018-03,Poverty 20%+,0.1407832252
2018-04,Poverty 20%+,0.1602369497
2018-05,Poverty 20%+,0.2137041566
2018-6,Poverty 20%+,0.304105346
2018-7,Poverty 20%+,0.307681211
2018-8,Poverty 20%+,0.2972232554
2018-09,Poverty 20%+,0.2172382815
2018-10,Poverty 20%+,0.1142952804
2018-11,Poverty 20%+,0.09873877316
2018-12,Poverty 20%+,0.06786515561
2019-01,Poverty 20%+,0.1005121723
2019-02,Poverty 20%+,0.1246690736
2019-03,Poverty 20%+,0.1226646292
2019-04,Poverty 20%+,0.1059798221
2019-05,Poverty 20%+,0.2248243753
2019-06,Poverty 20%+,0.2210587043
2019-7,Poverty 20%+,0.2445559227
2019-8,Poverty 20%+,0.3722271402
2019-9,Poverty 20%+,0.2339225205
2019-10,Poverty 20%+,0.1647226067
2019-11,Poverty 20%+,0.1006533335
2019-12,Poverty 20%+,0.06771173441
